"Architecture , URL: /wiki/Microarchitecture
","Fabrication (nm) , URL: /wiki/Semiconductor_device_fabrication
","Family","Release Date","Code name","Model Group","Cores","SMT , URL: /wiki/Simultaneous_multithreading
","Clock rate , URL: /wiki/Clock_rate
MHz , URL: /wiki/Hertz
","Bus , URL: /wiki/Bus_(computing)
","Cache","Cache","Cache","Socket , URL: /wiki/CPU_socket
","Memory Controller","Features","Features","Features"
"Zen , URL: /wiki/Zen_(microarchitecture)
","12 GloFo 12LP","Zen+ , URL: /wiki/Zen%2B
","January 2019","Picasso","Ryzen 5 (3450U, 3500C, 3500U, Pro 3500U, 3550H, 3580U), Ryzen 7 (3700C, 3700U, Pro 3700U, 3750H, 3780U)","4","yes","2100-2300 (3500-4000 boost)","","32 kB data 64 kB inst. per core","512 kB per core","4 MB","Socket FP5 , URL: /w/index.php?title=Socket_FP5&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","12 GloFo 12LP","Zen+ , URL: /wiki/Zen%2B
","July 2019","Picasso","Ryzen 3 (3200GE, Pro 3200GE, 3200G, Pro 3200G)","4","no","3300-3600 (3800-4000 boost)","","32 kB data 64 kB inst. per core","512 kB per core","4 MB","Socket AM4 , URL: /wiki/Socket_AM4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","12 GloFo 12LP","Zen+ , URL: /wiki/Zen%2B
","July 2019","Picasso","Ryzen 5 (3400GE, Pro 3400GE, 3400G, Pro 3400G)","4","yes","3300-3700 (4000-4200 boost)","","32 kB data 64 kB inst. per core","512 kB per core","4 MB","Socket AM4 , URL: /wiki/Socket_AM4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","July 2019","Matisse","Ryzen 3 (3100, 3300X)","4","yes","3600-3800 (3900-4200 boost)","","32 kB data 32 kB inst. per core","512 kB per core","16 MB","Socket AM4 , URL: /wiki/Socket_AM4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","July 2019","Matisse","Ryzen 5 (3500, 3500X)","6","no","3600 (4100 boost)","","32 kB data 32 kB inst. per core","512 kB per core","16-32 MB","Socket AM4 , URL: /wiki/Socket_AM4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","July 2019","Matisse","Ryzen 5 (3600, Pro 3600, 3600X, 3600XT), Ryzen 7 (Pro 3700, 3700X, 3800X, 3800XT)","6/8","yes","3600-3900 (4200-4700 boost)","","32 kB data 32 kB inst. per core","512 kB per core","32 MB","Socket AM4 , URL: /wiki/Socket_AM4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","July 2019","Matisse","Ryzen 9 (3900, Pro 3900, 3900X, 3900XT, 3950X)","12/16","yes","3100-3800 (4300-4700 boost)","","32 kB data 32 kB inst. per core","512 kB per core","64 MB","Socket AM4 , URL: /wiki/Socket_AM4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","August 2019","Rome","EPYC 7002 series","8/12/16/24/32/48/64","yes","2000-3700 (3200-3900 boost)","","32 kB data 32 kB inst. per core","512 kB per core","32-256 MB","Socket SP3 , URL: /wiki/Socket_SP3
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","November 2019","Castle Peak","Ryzen Threadripper (3960X, 3970X, 3990X)","24/32/64","yes","2900-3800 (4300-4500 boost)","","32 kB data 32 kB inst. per core","512 kB per core","128/128/256 MB","Socket sTRX4 , URL: /wiki/Socket_sTRX4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","March 2020","Renoir","Ryzen 3 4300U","4","no","2700 (3700 boost)","","32 kB data 32 kB inst. per core","512 kB per core","4 MB","Socket FP6 , URL: /w/index.php?title=Socket_FP6&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
LPDDR4 , URL: /wiki/LPDDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","March 2020","Renoir","Ryzen 3 (4300G, 4300GE, 4350G, 4350GE, Pro 4450U)","4","yes","2500-3800 (3700-4200 boost)","","32 kB data 32 kB inst. per core","512 kB per core","4 MB","Socket FP6 , URL: /w/index.php?title=Socket_FP6&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
LPDDR4 , URL: /wiki/LPDDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","March 2020","Renoir","Ryzen 5 4500U","6","no","2300 (4000 boost)","","32 kB data 32 kB inst. per core","512 kB per core","8 MB","Socket FP6 , URL: /w/index.php?title=Socket_FP6&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
LPDDR4 , URL: /wiki/LPDDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","March 2020","Renoir","Ryzen 5 (4600U, Pro 4650U, 4600H, 4600HS, 4680U), Ryzen 5 (4600G, 4600GE, Pro 4650G, Pro 4650GE)","6","yes","2100-3700 (4000-4200 boost)","","32 kB data 32 kB inst. per core","512 kB per core","8 MB","Socket FP6 , URL: /w/index.php?title=Socket_FP6&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
LPDDR4 , URL: /wiki/LPDDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","March 2020","Renoir","Ryzen 7 4700U","8","no","2000 (4100 boost)","","32 kB data 32 kB inst. per core","512 kB per core","8 MB","Socket FP6 , URL: /w/index.php?title=Socket_FP6&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
LPDDR4 , URL: /wiki/LPDDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","March 2020","Renoir","Ryzen 7 (4700U, Pro 4750U, 4800U, 4800H, 4800HS), Ryzen 7 (4700G, 4700GE, Pro 4750G, Pro 4750GE), Ryzen 9 (4900H, 4900HS)","8","yes","1800-3600 (4100-4400 boost)","","32 kB data 32 kB inst. per core","512 kB per core","8 MB","Socket FP6 , URL: /w/index.php?title=Socket_FP6&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
LPDDR4 , URL: /wiki/LPDDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","July 2020","Castle Peak (Pro)","Ryzen Threadripper Pro (3945WX, 3955WX, 3975WX, 3995WX)","12/16/32/64","yes","2700-4000 (4200-4300 boost)","","32 kB data 32 kB inst. per core","512 kB per core","64-256 MB (16 MB per CCX)","sWRX8 , URL: /w/index.php?title=SWRX8&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","November 2020","Grey Hawk","V2000 series (Embedded)","6/8","yes","1700-3000 (3950-4250 boost)","","32 kB data 32 kB inst. per core","512 kB per core","8 MB","Socket FP6 , URL: /w/index.php?title=Socket_FP6&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
LPDDR4 , URL: /wiki/LPDDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","January 2021","Lucienne","Ryzen 3 5300U","4","yes","2600 (3800 boost)","","32 kB data 32 kB inst. per core","512 kB per core","4 MB","Socket FP6 , URL: /w/index.php?title=Socket_FP6&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
LPDDR4 , URL: /wiki/LPDDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","7 , URL: /wiki/7_nanometer
","Zen 2 , URL: /wiki/Zen_2
","January 2021","Lucienne","Ryzen 5 5500U","6","yes","2100 (4000 boost)","","32 kB data 32 kB inst. per core","512 kB per core","8 MB","Socket FP6 , URL: /w/index.php?title=Socket_FP6&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
LPDDR4 , URL: /wiki/LPDDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
